addr,OutCnt,OutAmount,OutValue,OutTransFee,InCnt,InAmount,InValue,InTransFee,label
0x36a3b26ca228cc7f111ff49293d9bd7aa1c05a7d,210.0,210.0,0.0,26.619999999999983,1.0,1.0,0.0,4.86,0
0x49bde0e5364c266c87857feb311a352af4ab2c14,210.0,210.0,0.0,25.049999999999983,1.0,1.0,0.0,4.9,0
0x9a568bfeb8cb19e4bafcb57ee69498d57d9591ca,66.0,122.0,47837.50428571428,1375.1571428571428,145.0,251.0,12791.89039517374,1781.1795804455646,0
0x9c17d45827d3179c54c030f9c34a51fe0b3968b1,210.0,210.0,0.0,23.98999999999999,1.0,1.0,0.0,4.85,0
0xc0301424765b5239515e86ebd662841b10018264,210.0,210.0,0.0,25.889999999999983,1.0,1.0,0.0,4.72,0
0x4feffecc537d2f905857531da7a4e954e8201cff,210.0,210.0,0.0,26.53999999999998,1.0,1.0,0.0,4.84,0
0xd90eee33621b25d9ce121168d44eaa22abca73f5,210.0,210.0,0.0,26.169999999999995,1.0,1.0,0.0,4.77,0
0x0365d116dd6159cebef9786377787bc5196a3341,210.0,210.0,0.0,25.079999999999995,1.0,1.0,0.0,4.9,0
0x10b54d8e8e7ea708e5c71915401261f92e03b376,90.0,95.0,430.772,472.429,121.0,135.0,6286.596514285715,799.7319285714285,0
0x41bee298b49f4172fba941b09160c3f31377343c,210.0,210.0,0.0,25.79,1.0,1.0,0.0,4.7,0
0x1db460bc7a3d91c493abff5818b07100a521bbc2,210.0,210.0,0.0,26.619999999999983,1.0,1.0,0.0,4.86,0
0x4bbbd042b98ca55c07c588f6a8258dd89ac46f8c,197.0,204.0,6501.17,2055.34,14.0,55.0,0.0,219.75,0
0x462d85bfb9b9f89cae23bd43aba93152346c7188,210.0,210.0,0.0,26.88999999999999,1.0,1.0,0.0,4.91,0
0x78af688f359a789c916cf9f4ca575b40193dffbe,210.0,210.0,0.0,24.89,1.0,1.0,0.0,4.86,0
0xe74328746307c3161d1451d94a15595bc6f3de5f,210.0,210.0,0.0,26.65999999999999,1.0,1.0,0.0,4.86,0
0xd3bb53973dfc1030459bce64e7069726415cda24,210.0,210.0,0.0,25.41999999999999,1.0,1.0,0.0,4.97,0
0xd08aad2a1d4601f401ba9e376b4bcd20378ed3f4,210.0,210.0,0.0,26.65999999999999,1.0,1.0,0.0,4.86,0
0x069d1fb4b1e5705bff8e09ab97858b5ab6e7def6,210.0,210.0,0.0,24.079999999999984,1.0,1.0,0.0,4.87,0
0x823a4b282f6c8c78fbf2c63860e777c395e5f213,100.0,100.0,1651.055,305.52625,111.0,111.0,13540.93,1052.8520066666667,0
0xdb38f72901cd3fec4e93d20dde991040a1eb2ab9,40.0,40.0,109.66,115.66,171.0,188.0,19721.75,929.878438123516,0
0x5f5caf5de5916b50053bbb06788c6374d80bdc85,210.0,210.0,0.0,24.489999999999995,1.0,1.0,0.0,4.95,0
0xa8349bf1a7396c90346c9de22315acb9ade15254,210.0,210.0,0.0,25.75,1.0,1.0,0.0,4.7,0
0xbab64597e8d0eb511a356b56b8dc46c7b01097c5,97.0,98.0,19142.345,1994.705,114.0,122.0,31768.095,1411.041087350488,0
0xb21b94911b51b6f298d2466b5001143784f142f4,28.0,28.0,11811.64,885.91,183.0,183.0,0.0,4218.01,0
0xf93a37addb1290382c81786396f217b7045007c5,210.0,210.0,0.0,25.46,1.0,1.0,0.0,4.66,0
0xb69ce01d98deb4568a48dbfa400665d85b70b5b4,210.0,210.0,0.0,26.59,1.0,1.0,0.0,4.85,0
0x96e1199931a9e201a4d209262c8c379e2c0e4852,108.0,119.0,54901.22,822.2983333333333,102.0,119.0,530136.5825,1075.993944864401,0
0x8dbbca57ea56290efa14d835bbfd34faf1d89753,35.0,39.0,62536.49212121212,539.3020995670996,175.0,198.0,31454.12307396264,1670.5045398009436,0
0x7f84e5c1b910b6cf82473bf0284622f6b219b888,114.0,116.0,10195.558333333334,553.3672222222223,96.0,105.0,3497.365,505.0543663650075,0
0x5566eec3684f3ed896740590cc372758f25f056f,83.0,83.0,4276.9735294117645,225.35220588235293,127.0,129.0,3763.87,591.2325,0
0xfa9a93d83d5b0ba6d8002edd20f3be4416d9bc1c,55.0,55.0,0.0,115.86755088925098,155.0,157.0,0.0,83.67088095021609,0
0x8f417021fc4c98e021d9ba3db8099386d5714f8b,0.0,0.0,0.0,0.0,210.0,211.0,2126.78,343.735,0
0xffffffaa52a3e429c3ace4124a2a61614d4e0960,206.0,206.0,0.0,334.88,4.0,14.0,0.0,6.37,0
0x2bbd1019414c04850adb29ffb4c6fff340171159,107.0,119.0,34669.558666666664,1985.080333333333,103.0,111.0,42699.0,521.6925,0
0x1a8844f3218177e2eae693ad65a6c794a4a32b3d,186.0,210.0,14410.68,3672.015,24.0,64.0,104.42,362.84,0
0xb70100348ff48cd0ab391686bf0128da7b2828b7,171.0,171.0,0.0,1548.35,39.0,39.0,0.0,454.13,0
0x33a107df65b0e7652e019f0e3a5cae235e56e972,100.0,152.0,26667.7064,1397.217666666667,110.0,228.0,21897.3,1495.325238095238,0
0xf3478bf2d1120590fbf4cf4544c70d20237037d8,0.0,0.0,0.0,0.0,210.0,210.0,0.0,763.6333333333333,0
0x1da9777e0a1aee22157a7f755693f2e806da1f0a,155.0,156.0,0.0,63.17,55.0,60.0,0.0,105.05850642927794,0
0x1e23166b3b73dd2ee9d9db190aceeee8f8edd0aa,122.0,122.0,36668.900357142855,2249.859142857143,88.0,110.0,38018.949,1385.4471790146097,0
0x91d15510f40b5a4b044ff8b74612f703dee42aca,105.0,608.0,0.0,61.38,105.0,608.0,0.0,61.38,0
0x553ea23c17a9a472d6a853093af29bc185536ffa,133.0,137.0,161781.21166666667,1903.05,77.0,96.0,24405.31,663.4451606698308,0
0xbff2d0869f2926c93d7975b3f4221b45084fa85a,54.0,95.0,114.83,379.5,156.0,191.0,2.612608695652174,1145.9362111693742,0
0x631ec40dbae6ee11590549b5e270628840093a08,94.0,96.0,2417.42,251.34866666666667,116.0,120.0,6053.04,416.0348245295028,0
0xd0c321fb47307b0225a14dfcdf77dfc327b1a39a,193.0,201.0,1071.75,460.29,17.0,52.0,0.0,94.02,0
0x2b19fde5d7377b48be50a5d0a78398a496e8b15c,50.0,83.0,32172.284444444445,1000.2656666666668,160.0,569.0,25555.90555555556,1476.4816895583278,0
0xac87a9e71b0dccb015b98f489ff0c369c9f4e8df,56.0,65.0,6040.85,320.5212494697914,154.0,258.0,17417.89763419406,1831.812064618524,0
0x95243fcfcbf29558d3d3377ce1805b3b6640ddb3,78.0,78.0,0.0,449.75,132.0,132.0,406.46,812.49,0
0xd9f17f18a63f4618d610c9727200ba6093ddfb4c,209.0,5754.0,0.0,432.02,1.0,6.0,0.0,6.34,0
0x89bb49d06610b4b18e355504551809be5177f3d0,31.0,31.0,0.0,190.69,179.0,179.0,0.0,1159.16,0
0xc84fd9570231e20e59fba328d61e1bc4bcbab39a,41.0,41.0,0.0,139.44,169.0,169.0,19.07867469879518,796.951222366792,0
0xca119a0c0efd187be0fb5f4440a1603780729402,52.0,52.0,1258.4916666666668,258.535,158.0,159.0,0.0,720.7090393339928,0
0xd1866bce0de3c5fcbe921d03256d86716982edc8,74.0,97.0,17134.79,540.6999999999999,136.0,140.0,2517.005,374.735,0
0xe9cabce36ac7d0e43a1c3340358301762436f374,87.0,88.0,17282.645333333334,1430.071,122.0,123.0,11589.709103985855,1539.011822664738,0
0x6f4b42a2ec0770844e31731c8e5575a4bbfe3e8c,39.0,44.0,0.27,43.46,170.0,173.0,1300.8700318471338,360.4466560509554,0
0x6eff21c2bfdf83a33aa690fe3db17fc672244907,63.0,67.0,13600.792,248.2375555555556,146.0,151.0,25297.758,1291.5662268885403,0
0x92e40c3ac7f668631b508cee97002b64415af8b2,65.0,205.0,1466.755,637.37,144.0,725.0,400.4308333333333,982.5478333333332,0
0xc6aa79a22b08c794b25dc58cb36f2250779cdf4f,78.0,87.0,69827.29,1501.475,131.0,143.0,215991.13850241544,1439.4012011256762,0
0xc4b0d0a7717905d342926958453e0654806850bb,85.0,102.0,41197.10947368421,1192.475195741516,124.0,131.0,83885.85049751244,1430.361060714304,0
0xe703f231ab056ecb99c92a1232cc1020acfc72f8,93.0,96.0,806.8,961.52625,116.0,132.0,17229.601252,1026.7437657880932,1
0xea29973cab9dee1e01cc59cea4ea1aeb68eb52ee,46.0,46.0,92.51,51.115,163.0,163.0,141.56,227.835,0
0xcec422f780a44046d4416b31f11308329578ddcb,40.0,40.0,0.0,310.42985677083334,169.0,173.0,775.14,845.3327617443506,0
0x46e992299fb47c7ae51af7f0e7984a3f7d44a400,70.0,71.0,50300.925,371.1491666666666,139.0,153.0,21273.871523248792,819.4296667693162,0
0x6fb45a028b6e754cc734fb040fc041030ca9ce55,158.0,171.0,16705.22,1453.24,51.0,238.0,0.0,647.83,0
0x336a7c4a191715c8989ed657ca11f17898220875,200.0,237.0,26922.39,2863.2,9.0,33.0,27.55191011235955,311.0023595505618,0
0x3958132b02ba0fe00d0c6469a947e91468cb0b25,183.0,183.0,940.19,580.86,26.0,72.0,125.55,273.47,0
0x8129d4010a676a660502a4770d8a97f8d1788e5f,114.0,114.0,410790.11,2147.049,95.0,100.0,45891.9,476.45670267874,0
0x1203df9a2aaf21401def5bb1092ea4982976766d,82.0,85.0,506.93,531.313963190219,127.0,127.0,0.0,41.68603150449496,1
0x23423cc57e2b7b204291dadb78c6cc95b7e4ef56,68.0,69.0,15706.28,432.7425,141.0,143.0,31401.385001,746.4523347597495,0
0xceb911dc041f8ceeafeecde3d24b6cf1962dff12,9.0,9.0,15285.61,91.03,200.0,200.0,0.0,247.94000000000003,0
0x2d5e390e661c1e7848ad8a6fef4cd791585fb13f,120.0,127.0,2038.39,500.905,89.0,90.0,5553.465,1282.04,0
0x8f03ce5f78276a1b714491b824e8f53db36d8ec2,207.0,214.0,0.0,1444.25,2.0,7.0,0.0,8.69,0
0xf6769fbe1ece4e9e851c1c30af8fbada0d07d84d,48.0,69.0,1797.838,644.092,161.0,162.0,721.8682786069652,1620.2257013503909,0
0x6b1403765bafd6500c985e082d6a0cbbe262891e,177.0,190.0,6390.4400000000005,1146.87,32.0,34.0,0.0,109.02816593886465,0
0xb3e7355d9535008c186636f946daf9ed0529e827,50.0,54.0,939.065,467.485,159.0,187.0,11807.841689895631,1850.9312391815265,0
0x8951f25adcc7c3256dd9b521ed726fb587a46d52,104.0,322.0,21346.941666666666,1590.4691666666663,104.0,336.0,29258.530001,1116.5820964749537,0
0x2567ddeffff4ab3f64adceeddc50eebc3d632a69,207.0,207.0,46.0,145.89,1.0,6.0,0.0,0.78,0
0xfab9a3d37999e12252b47468d2ffd4be15936012,3.0,3.0,39.99,28.215,205.0,214.0,3368.03,982.1543061148456,0
0x4c95a148409a4cfe4f9146f0e79cdf77617795d0,104.0,538.0,0.0,51.71,104.0,538.0,0.0,51.71,0
0x12d024ea9d20232380d7b6a7e64b114469ecbbec,125.0,174.0,91271.42,2374.6041771128607,83.0,114.0,12315.135,1124.739683564031,0
0x27899282184a2c3a18b54766d6435fee75910a70,136.0,153.0,163321.41,4569.14,72.0,114.0,2664.81,1721.46,0
0x97de65d1757ce193f77e5aa0b9c2437a5ebabe45,50.0,69.0,3342.3900000000003,557.983240584498,158.0,191.0,87171.24973141038,2818.972763750849,0
0x9a553c9e7e73c523d49c74048de097baa6ff706d,73.0,87.0,76620.69,582.3,135.0,142.0,12476.55850241546,501.4084018104217,0
0x878d7567017fdd2b59d97f00cabc598ea5b5a1a2,150.0,158.0,10212.835,182.66,58.0,78.0,8754.119999999999,194.39,0
0xbaad0a351997287296a3961c4fd61e5b98177f66,104.0,495.0,0.0,53.84499999999999,104.0,495.0,0.0,53.84499999999999,0
0x1af331dc34dd7c5c62af28b5685328318b61888a,99.0,103.0,69805.54316666667,1363.7605,109.0,125.0,49375.21,1480.242870059544,0
0xeb98e29289a22e7b7a057e59c10d2e9e43a1ee2d,177.0,274.0,0.0,1686.22,31.0,61.0,0.0,105.9544696969697,0
0xcc0cc3eec0a10374819d363df84148a6ad2399d2,27.0,31.0,45.895,101.495,181.0,283.0,591.8199999999999,224.385,0
0x518e5a942ed7db4b45e9a491ce318373346db240,92.0,556.0,174244.85,528.88,116.0,202.0,3701.38,677.74,0
0xb8937891f08af9854a5ae7a5ec0cbaf4e68acd4c,59.0,59.0,0.0,234.805,149.0,149.0,5308.235,2094.3146626984126,0
0x0fb8891714e5ed8ba9ecc196fca59e76f682fe35,110.0,139.0,90456.22263636364,2436.7574090909093,98.0,129.0,28321.735001,976.4980366819024,0
0x26c9fc612b005781127246bbc5dc39f823e3106e,105.0,107.0,39509.07601449276,1869.5534782608693,103.0,117.0,28734.965,1074.1212969833944,0
0x408b0903a56e6b7b19078f06a8f6caf88a8cc72b,67.0,82.0,721.585,547.49,141.0,141.0,1543.115,853.71,0
0xab25d9a34b87d30098e090b8ac608acb8ab98341,108.0,108.0,576.4209722222222,830.6985555555556,100.0,100.0,0.0,65.24,0
0xb2aadf6bfc0a5213acb9c279394b46f50aea65a3,85.0,93.0,39830.32833333333,2518.12,123.0,139.0,40528.941667666666,3023.402649993194,0
0xd0d036e733d9263652585828f7994ad04ec82c5c,207.0,657.0,7934.2,1606.71,1.0,1.0,0.0,2.18,0
0x9b4a4e2b20006791ccd01e0c9de7e799c38ea038,203.0,203.0,0.0,894.15,5.0,38.0,0.0,59.32,0
0x942c0685d660805cbeb5f5887f7df7917d4b9929,156.0,156.0,44423.28,3107.265,52.0,87.0,23456.67,682.7302177004588,0
0xd906e30efb5d534a884bd05eb0cdd6c398a4db58,104.0,109.0,5546.842857142858,912.3795238095238,104.0,109.0,1754.946824229692,729.7141147568118,0
0x905d13367f3bb940072a133c81563f1b1a6779ad,83.0,89.0,47124.35333333333,847.4133333333333,124.0,133.0,50433.9346875,898.8960311206333,0
0xb87ac3a601a296df687e461a2b26eaed52921d61,97.0,98.0,21310.479132352943,1614.4752993855927,110.0,112.0,15749.829873015871,2130.416519884953,0
0x6c3ac24c7e40005cb5d2fe9e4d047d6403327677,7.0,7.0,0.0,27.020000000000003,200.0,200.0,0.0,52.56,0
0x5cf9628babc94aa250aac3fc414e5c4eb4c0d000,156.0,158.0,41456.555,1940.98,51.0,79.0,7505.809999999999,1161.4978661790124,0
0x563153823d702516f92fc24edd9358d6973f60f9,92.0,95.0,29549.066666666666,1310.9616666666666,115.0,230.0,39452.22233333333,1345.273801375195,0
0xee5280e9eb7b9d33ca03332db7382b24f4a2d009,123.0,123.0,6843.010555555556,1267.3505555555555,84.0,189.0,15415.80515,1046.0758651522767,0
0x3aab9b3145df48a22ae337d50d1d66a3b2a3bda0,47.0,101.0,7804.480666666666,750.59,160.0,185.0,2384.62,400.57636,0
0x8c6e865bb416d0102caea7eeabb088ee23f1d10d,206.0,206.0,0.0,21.769999999999992,1.0,1.0,0.0,4.3,0
0x8e2dc68f3d3a8391cc7f380b2ff6adf1f6f3073a,95.0,101.0,130193.50666666668,1689.1,112.0,128.0,28540.885,434.25410420727394,0
0xf0de0ab8a18e9cde5f4438b15f2c957a53b07564,2.0,2.0,0.0,0.2026902798232694,205.0,207.0,0.0,19.96094683544304,0
0x6b75a906c40cecd314ee2a99a751db6f78ea55a9,60.0,63.0,0.0,4.564812701422999,147.0,150.0,0.0,11.888862259935514,0
0xb534e93b9b68a0f39bc05b11d2c02a342d625b31,103.0,103.0,0.0,457.83,104.0,106.0,15789.85,1410.861311757563,0
0x2686544ed0149b134b27009958788cdf4ca8c064,87.0,88.0,271.32,548.15,120.0,129.0,5545.78,795.3588592300873,0
0x4a377ff5146d288523f989771c9e05fa18cef21e,54.0,60.0,2585.39,1668.935,153.0,165.0,43867.59,2050.766586001283,0
0x5d7979d076f09a6c4b0e6d86446b89be9cce4eb6,65.0,81.0,0.0,178.78,142.0,143.0,1997.8,412.541,0
0x9f998bcbc23244bb92b3277ddceba31778b39227,204.0,218.0,28211.425,2604.925,3.0,13.0,0.0,18.32,0
0x8e579ccc11fa3e39ca5f2317d44284f8c693672f,206.0,206.0,0.0,17.389999999999993,1.0,1.0,0.0,4.69,0
0x9bf49eb36db81f5f06fe1f1501a308df458e60e9,206.0,206.0,0.0,11.41999999999998,1.0,1.0,0.0,2.58,0
0xbba60570d0f850aaa99a9319224c1f64a583d2e7,60.0,60.0,2775.0105,479.359,147.0,147.0,6742.345001,987.1021428571428,0
0x5b4fd404c33190d8d58a42e8714c773def75d7f0,71.0,71.0,106.72,356.56,136.0,136.0,782.22,649.25925,1
0x0b67a3d8708e3375a5226208eb3764e345b9ada2,125.0,131.0,147623.32,2009.555,82.0,92.0,24364.78443349753,637.8429005799929,0
0xd66920a8fd21a86c9ac5eb42857785486dcb341a,102.0,134.0,0.0,77.44000000000001,105.0,138.0,23.98,93.37,0
0x5a0825e502e8e3a0e581ab383a0c53647c3f65ab,94.0,106.0,12411.98,867.07,113.0,128.0,3390.52,334.1791408591409,0
0xb1d6db86439653719c971e48cac1f3e663080c40,126.0,126.0,3668.66,1405.43,81.0,81.0,0.0,614.629761904762,0
0x8e1703e600f3a667482c4cedf9c5042c4f9e1fa5,170.0,173.0,14918.66,4596.76,37.0,60.0,518.96,835.02,0
0x73d97c30603b73cf4ccde4934c6027a9599d861d,73.0,84.0,53695.56,1622.205,134.0,149.0,28361.88282608696,1739.3604157352722,0
0x8d3d7e3eb1742cc133bc9fe06aee6fd5eb82176d,99.0,101.0,2749.31,337.375,108.0,111.0,9135.135,877.7968,0
0x4b60723dde7fee93aa3839adc07463ab236bec8b,82.0,84.0,0.0,145.45999999999998,125.0,125.0,6577.395,1557.9109414285715,0
0x903a8320f7099f8ee978abb7a5e142943dee748c,68.0,68.0,0.0,272.51,139.0,139.0,2001.02,483.45,0
0x99f27cbdc002977fc6c7cdf62213cd4099999999,118.0,121.0,47827.99,2847.4554645498347,89.0,101.0,433.14637052831085,506.7346608856032,0
0x774f58eedbc429d7f3493bff401fba2f00f9de83,192.0,241.0,13060.35,2372.17,14.0,37.0,41.33,217.26,0
0x551047158dcaa8764dbbaa08032876bfe073d9ba,189.0,242.0,767.42,522.37,17.0,97.0,0.0,144.12,0
0x91971d9f30e7709d2c157c6d62aa3980a7361ac5,52.0,52.0,2428.21,657.0898349448587,154.0,155.0,8145.19,1644.6279361370716,0
0xb893ae8a1824604f6df4dfde52e2754921ba1a73,47.0,49.0,18707.7525,628.6536666666667,159.0,165.0,44106.650001,1646.5046148140834,0
0xd683b78e988ba4bdb9fa0e2012c4c36b7cc96aad,57.0,57.0,5379.64,739.2975,149.0,153.0,5655.397020229008,712.7971702270702,1
0xb3479ac22ab13a9d359c1aa0fdf6f7e3d39a207c,77.0,81.0,86970.19166666667,990.86,129.0,146.0,58069.92,1277.756618029154,0
0x47f1e44261cb3032b26d2fa99bb7e386ed5847e7,77.0,77.0,0.0,343.43,129.0,129.0,0.0,505.67,0
0x7977ed774974d63f8224493a2b0d8b0dba88e175,90.0,90.0,8533.14,807.39,116.0,118.0,20058.329325891373,1150.7183603466158,0
0x835712ccf9a6b0af03cc89cff9726b2d92bbb778,102.0,102.0,4007.472884570495,750.2760287114846,104.0,107.0,1830.0521875,644.4592916666667,0
0xc04a99c0fe4f53c1bbec65d5cc9df3682364c77d,66.0,86.0,0.0,87.485,140.0,156.0,0.0,131.98359212787213,0
0x079d2f011b3914511818ea33f5c6325b1e08f210,206.0,206.0,78627.87,1953.4,0.0,0.0,0.0,0.0,0
0x28b8d4f7516a112e2e2fd462293a1c27cde327a7,59.0,77.0,22706.255,671.35,147.0,174.0,36556.658,2273.096740724023,0
0x7a759facfa62c35c40025a3445a357b1910fa1d2,79.0,87.0,3195.8700000000003,716.6,127.0,148.0,539.9300000000001,664.4641530275903,0
0xf4f8f6e3f8df329dcad7d8386f8a6d55f5f3c8c3,3.0,3.0,317.84000000000003,86.19,203.0,227.0,31562.545,3184.0,0
0xfa40770383571ee9b73ed7e1b6b1bff437645a6d,90.0,97.0,0.0,164.37216391618077,116.0,127.0,0.0,66.21859347102331,0
0xf8e07d60d9b7651a319eda851d9579590bde12e3,149.0,149.0,1061.75,703.935,57.0,62.0,5789.53,658.73,0
0x27c5932ee1b0873e67279066be914d46203fc738,62.0,75.0,25053.435,759.2566666666667,144.0,202.0,21473.45,1238.7782786445216,0
0x76df322e1472e235bc64623e574c9b15906d2e77,58.0,58.0,3.04,67.422,148.0,149.0,6572.71,562.638,0
0xd013a8079b138f2806c05e4a86bfb8112a5bce2c,66.0,70.0,12921.434444444443,359.56638888888887,139.0,156.0,4099.18,1008.8278682843038,0
0xa2af3c46520035045bcf8bbb94da68beae361cb3,197.0,210.0,1070.29,325.49,8.0,40.0,0.0,45.45,0
0x0775a23372a9a1572b2138f0eb5069a60f6b8b05,60.0,60.0,45295.40909090909,1024.216818181818,145.0,257.0,20701.688052439025,974.6685437517745,0
0x5fae9d4b591f213b3ba75287f2cfac0883d17f7a,142.0,142.0,13764.35,1225.04,63.0,74.0,4513.68,905.8931609385666,0
0xb23cb8c5b52f87b95f838e9f6fcbafba0ae86198,76.0,76.0,0.0,215.685,129.0,155.0,2427.3723888549407,552.641084059649,0
0xdf610269c6587c579e76b03fba17ee51dd02b0c8,114.0,114.0,5049.888233940777,607.1253486830731,91.0,91.0,16.945,82.38154,0
0x0b1d39b96a62c5f7f8c9cc9d470eca3d4c3f324d,19.0,27.0,870.6899999999999,62.7114700859706,186.0,198.0,13586.446575139476,1147.0922225923312,0
0x0c38705c1d2e7d848ea7f27c941f7b526dc68470,43.0,50.0,7571.919166666667,483.8683333333333,162.0,2346.0,4564.485000000001,254.685,0
0x8ed5003d47e6b8a7024ef9cee90403ed786b151e,73.0,73.0,5994.483012820513,699.2583012820513,132.0,132.0,899.84,698.809746411093,0
0x51b58094fcceb49174a4f7d5eefb012ba6461c51,112.0,219.0,34768.685,1843.6333333333328,93.0,315.0,22987.792782022425,2653.830004618406,0
0x27307a7ea23efe33924cf63795ce6f6160e688a4,73.0,73.0,601.61,382.0,132.0,132.0,2375.82,802.59,0
0x8b104344f397afc33ee55c743a0fbd7d956201cd,25.0,35.0,5275.46,90.15572910004568,180.0,198.0,1736.1116731743202,863.204994277758,0
0x42693a098409e72f63c7b0ce884de994687e0a65,139.0,275.0,646.46,394.1233333333333,66.0,251.0,0.0,190.32,0
0xc2446c54c3ab9cb5ab73d3c71ecf217128514f86,160.0,187.0,2384.28,791.7466666666667,45.0,153.0,442.94,215.25,0
0xb08f95dbc639621dbaf48a472ae8fce0f6f56a6e,109.0,149.0,56667.956666666665,1409.4008333333334,96.0,176.0,36673.605983333335,742.3431065431433,0
0xc0c8c6c1a5ad0a2da87225af6516065fd35b8da7,94.0,94.0,10533.637857142858,702.6728571428572,111.0,111.0,250.435,966.33,0
0xe474f4a6180d603ac0b73c338425db6568db5853,106.0,4958.0,492.5266666666666,1409.6783333333333,99.0,4463.0,3265.5666666666666,822.5658333333333,0
0xd1b5b02937e542c67a934a4f3ce59321b3ff89ea,109.0,109.0,3207.7,68.45,96.0,97.0,2301.3,296.22,0
0xf31f591b3dcd383047d7045de96a200a09e4dde1,17.0,17.0,14667.233333333334,136.26888888888888,188.0,190.0,139.49,968.781243192214,0
0x588a0bd42a9877683607ffb3e5f86afc351df009,15.0,15.0,0.0,11.802680327784756,190.0,192.0,0.0,38.01292868164328,0
0x1964923a14701b45f2e36ff39fb19f40749eb011,180.0,188.0,1925.0,2026.83,25.0,82.0,384.27,393.55,0
0x22154ec3f542483b2c35d67cb5e75a905338c259,80.0,101.0,14863.49375,456.23375,125.0,186.0,52410.66,967.495,0
0xfcdd460a15aad5bc32a7ceabb0df9cab1ac7dce4,56.0,56.0,162.18,92.355,149.0,447.0,468.11,329.46,0
0xd9e09d6b770f7d265df168e1d462e25fe383ad97,93.0,145.0,5406.575,583.683622383188,112.0,134.0,5168.473765432099,655.1305859301394,0
0x131145da02c7484655f439bc894e6141fb4208ff,76.0,76.0,0.0,524.46,129.0,129.0,0.0,897.21,0
0xffd04d9471bfe01d9d066e268ceb1b991f34121a,24.0,24.0,0.0,152.45,181.0,181.0,0.0,1063.77917007992,0
0x07f772afc988963d417846ce17a2cd0cf64ee48a,66.0,66.0,0.0,210.294,138.0,138.0,0.0,424.2783138189869,0
0x99e6ba494720bf0dac20653292410d163ae0d725,201.0,201.0,0.0,12.559999999999995,3.0,3.0,0.0,5.13,0
0xcae9f8931e39a9c1379db881bf46dc2eb37cbd78,106.0,119.0,0.0,343.06,98.0,106.0,0.0,246.57,0
0x5080b717e5ed21adc5eefac5476f63cf3e454a5d,37.0,273.0,9700.335,167.145,167.0,456.0,20207.59850241545,1047.9753256519505,0
0x9fecf056375a973308bb3d6fb6b1c230cfd21456,68.0,2126.0,2515.54,336.87,136.0,202.0,7976.958709460471,968.5417650350048,0
0xb0151d256ee16d847f080691c3529f316b2d54b3,64.0,68.0,5507.99,1715.26,140.0,150.0,27158.61814009568,3165.6275438365924,1
0x50e33cfe14b13ca02d9ba855c7deeae92ff541fa,59.0,59.0,7191.225,366.231,145.0,163.0,3519.53,942.6057576254736,0
0x3e70dd86811e86fc7e28c5cf5d96de4b4aad4ce2,102.0,123.0,32418.327857142856,1647.197854343932,102.0,144.0,19809.11,1243.9343476740205,0
0x9606140d8501cfb38ff8162fa01bdbc3effcc299,139.0,139.0,54286.29,803.2311111111111,65.0,69.0,2167.11,328.80139802974804,0
0x47c2ac06520722aaa3e32d99ec6a2352b48b1b8a,95.0,116.0,70688.8775,1439.200833333333,109.0,138.0,53917.76,3377.8600875480383,0
0x481992e9b46f37c8a6b5cffe0fc421661640d28d,99.0,99.0,11916.520454545454,896.1995454545455,105.0,105.0,91.875,1047.12,0
0xe91cbc483a8fda6bc377ad8b8c717f386a93d349,56.0,74.0,17346.61,754.1949999999999,148.0,183.0,138106.35742268042,2082.023131624273,0
0x77f5be11304ec8675ffd10e34e7a779eeb966df8,0.0,0.0,0.0,0.0,204.0,204.0,0.0,1230.2563864666567,0
0x4c326cfcedeaec456697c252ba22558d687aa79e,158.0,249.0,0.0,971.72,46.0,65.0,0.0,287.19,0
0xab870939064ad058626c09cc793575d1aca3922d,52.0,52.0,698.7840789473685,433.7117105263158,152.0,152.0,1536.98,300.07,0
0x89abb6a8776a274471c4904d3695ad5aaa4e739d,131.0,143.0,119.45,643.66,73.0,138.0,5385.54,1447.49,0
0xf503c4cac2b5a27f68eee197efb94e6fdeaa48d1,80.0,81.0,2573.784547619048,364.5392976190476,124.0,128.0,13737.24665157386,585.4643954300701,0
0x9defb99a23c58ef853c98b5b80956338435c68c2,202.0,202.0,0.0,20.719999999999985,2.0,2.0,0.0,7.680000000000001,0
0x70ed00e20dd88e7bb74be284a2c8adaa2ab394bb,90.0,92.0,6021.315,180.75,114.0,119.0,21414.71,431.2472429262557,0
0x15149610ad8a63c11a5ad906b6b5cd66b53c636b,202.0,202.0,0.0,15.639999999999992,1.0,1.0,0.0,8.02,0
0x8c03d4fb69f919dd725019315f29b141bbbfb9ac,202.0,202.0,0.0,15.849999999999984,1.0,1.0,0.0,7.64,0
0xe921f42b760047677799d93b3f72659e37deb5d6,201.0,201.0,0.0,12.24,2.0,2.0,0.0,3.31,0
0xe548f30ccece675a8c20b0b61dd0deb437414f25,201.0,201.0,0.0,9.749999999999988,2.0,2.0,0.0,3.3,0
0x33305f110a0b8136591181374aa043855bf2a6ee,202.0,202.0,0.0,20.53999999999998,1.0,1.0,0.0,6.81,0
0x71efffa7321f131474bc23ff316d2d8f45117b51,202.0,202.0,0.0,20.779999999999983,1.0,1.0,0.0,6.89,0
0xf9bce92da0d4b8253077a6851a32bbd059e2a5a4,57.0,57.0,6677.730277777778,419.3607823129252,146.0,146.0,5461.21,362.60455102040817,0
